"Country","Respondent","UrbanRural","Age","EconomicSituation","LivingConditions","Interest","Religion","TaxMorale","TrustPresident","TrustParliament","TrustCourts","CorruptionPresident","CorruptionParliament","CorruptionOfficials","CorruptionCouncilors","CorruptionTax","Gender","AvoidHowOften","TrustTax","SelfEmployedTax","AvoidReason","EconomicPolicies","LocalGvtTaxes","Enforce1","Enforce2","CorruptionOfficialsLocal","CorruptionOfficialsNational"
11,"GHA0735",2,34,4,4,3,2,4,2,2,2,1,1,1,1,1,2,0,1,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0736",2,26,4,4,2,1,9,3,1,1,0,1,1,1,1,1,1,1,9,1,NA,NA,NA,NA,NA,NA
11,"GHA0737",1,27,2,2,2,1,9,3,1,1,0,1,1,1,1,1,1,1,9,1,NA,NA,NA,NA,NA,NA
11,"GHA0738",1,53,2,2,2,2,9,3,2,2,1,1,2,1,9,2,1,9,9,9999,NA,NA,NA,NA,NA,NA
11,"GHA0739",1,21,4,4,3,2,4,3,3,2,2,1,1,1,1,2,0,0,0,6,NA,NA,NA,NA,NA,NA
11,"GHA0740",1,28,4,4,3,2,5,3,3,2,2,1,1,1,1,1,0,0,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0741",1,28,2,4,2,0,3,3,2,2,1,2,2,1,2,1,1,1,0,3,NA,NA,NA,NA,NA,NA
11,"GHA0742",1,30,1,2,2,0,3,2,1,1,1,2,1,2,2,2,9,1,0,3,NA,NA,NA,NA,NA,NA
11,"GHA0743",1,47,1,1,2,3,4,2,2,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0744",1,52,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0745",2,36,2,2,1,2,5,1,2,1,2,1,1,1,2,1,0,2,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0746",2,22,1,2,3,2,4,2,1,1,0,1,0,1,2,2,0,1,9,1,NA,NA,NA,NA,NA,NA
11,"GHA0747",2,62,1,1,3,2,4,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0748",2,18,4,4,1,0,4,1,3,3,0,0,0,0,0,2,0,2,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0749",2,43,4,2,3,0,4,2,2,2,2,1,2,1,1,2,2,2,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0750",2,52,3,1,3,0,5,3,2,1,0,0,0,0,2,1,0,1,7,0,NA,NA,NA,NA,NA,NA
11,"GHA0751",2,42,4,4,2,3,5,2,1,1,1,0,9,1,1,2,1,1,9,1,NA,NA,NA,NA,NA,NA
11,"GHA0752",2,48,4,4,2,0,5,3,3,0,3,2,1,2,3,1,3,1,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0753",2,52,1,2,1,3,5,2,3,2,0,1,1,1,2,1,0,0,7,1,NA,NA,NA,NA,NA,NA
11,"GHA0754",2,36,4,3,2,0,4,2,1,2,2,2,2,1,2,2,2,0,7,7,NA,NA,NA,NA,NA,NA
11,"GHA0755",2,29,4,2,3,0,5,2,1,0,1,2,1,1,2,2,0,0,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0756",2,59,4,4,3,2,4,0,1,3,1,0,0,0,3,1,2,3,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0757",2,60,2,2,3,2,5,1,1,1,1,1,1,1,2,1,0,2,7,1,NA,NA,NA,NA,NA,NA
11,"GHA0758",2,20,4,4,1,2,4,1,3,3,0,0,0,0,0,2,0,2,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0759",2,42,2,2,2,2,9,3,2,1,1,0,1,2,0,2,1,0,7,9999,NA,NA,NA,NA,NA,NA
11,"GHA0760",2,31,3,4,2,2,9,2,1,1,1,1,3,9,9,1,9,1,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0761",2,64,4,2,2,9,4,2,1,1,9,9,2,2,2,2,2,1,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0762",2,20,1,1,3,2,4,1,1,1,2,2,2,2,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA
11,"GHA0763",2,22,1,2,3,2,4,2,2,2,0,0,0,0,0,1,0,2,7,1,NA,NA,NA,NA,NA,NA
11,"GHA0764",2,24,4,4,2,2,3,2,1,1,1,1,2,1,1,1,9,1,7,6,NA,NA,NA,NA,NA,NA
11,"GHA0765",2,24,2,2,2,2,9,2,1,1,1,1,3,9,9,2,9,1,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0766",2,18,2,2,2,3,4,1,2,2,0,1,1,0,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0767",2,48,2,2,3,2,4,0,1,3,1,0,0,0,3,2,2,3,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0768",2,75,3,2,1,0,3,3,1,0,1,1,0,2,1,1,2,2,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0769",1,32,5,5,3,2,4,2,2,2,2,2,2,2,2,1,0,1,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0770",1,69,4,4,3,2,4,1,1,1,1,2,2,1,2,2,0,2,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0771",1,55,2,2,3,3,5,2,2,2,1,1,1,1,1,1,0,2,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0772",1,65,4,5,2,2,4,1,2,2,2,1,2,1,2,2,0,2,0,1,NA,NA,NA,NA,NA,NA
11,"GHA0773",1,35,4,5,1,0,5,1,2,1,2,3,2,1,1,1,9,1,0,4,NA,NA,NA,NA,NA,NA
11,"GHA0774",1,25,2,3,1,2,4,0,1,2,1,1,1,1,1,2,9,1,7,7,NA,NA,NA,NA,NA,NA
11,"GHA0775",1,32,5,4,0,0,4,1,3,3,3,1,1,2,1,1,2,1,0,6,NA,NA,NA,NA,NA,NA
11,"GHA0776",1,28,4,5,3,0,3,3,2,0,1,3,3,3,2,2,1,0,7,7,NA,NA,NA,NA,NA,NA
11,"GHA0777",1,47,1,1,1,0,4,1,3,3,0,0,0,0,0,2,0,2,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0778",1,30,1,1,1,2,4,1,2,3,2,2,1,2,2,1,9,0,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0779",1,18,4,4,3,2,4,1,1,1,2,2,2,1,2,1,0,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0780",1,43,2,2,3,2,4,2,2,2,1,1,1,1,1,2,0,1,1,0,NA,NA,NA,NA,NA,NA
11,"GHA0781",1,28,4,4,2,1,3,3,2,1,2,1,1,2,1,1,1,1,0,4,NA,NA,NA,NA,NA,NA
11,"GHA0782",1,30,4,5,0,0,3,3,1,2,1,2,2,1,1,2,2,2,7,7,NA,NA,NA,NA,NA,NA
11,"GHA0783",1,56,2,2,2,0,4,1,2,2,1,1,2,1,1,1,0,0,7,1,NA,NA,NA,NA,NA,NA
11,"GHA0784",1,22,2,4,2,2,1,2,2,2,1,1,1,1,1,2,1,2,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0785",2,30,5,4,2,0,4,1,2,2,1,1,2,1,1,1,0,0,7,1,NA,NA,NA,NA,NA,NA
11,"GHA0786",2,73,4,4,2,0,5,2,1,1,1,2,2,1,0,2,0,1,7,4,NA,NA,NA,NA,NA,NA
11,"GHA0787",2,60,2,4,2,2,4,2,2,2,1,1,1,1,1,1,0,2,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0788",2,62,4,5,2,2,2,1,1,1,1,1,1,1,2,2,1,1,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0789",2,47,5,5,3,0,4,3,3,2,2,2,2,1,1,1,0,2,7,7,NA,NA,NA,NA,NA,NA
11,"GHA0790",2,54,4,4,0,0,4,3,1,2,1,2,1,9,2,2,0,1,7,4,NA,NA,NA,NA,NA,NA
11,"GHA0791",2,62,1,1,3,2,4,2,3,1,2,2,2,2,2,2,0,2,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0792",2,37,2,1,3,2,5,1,1,1,1,1,1,1,2,1,0,2,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0793",2,48,3,4,1,0,4,1,1,1,1,1,1,1,1,1,1,0,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0794",2,57,5,4,3,0,3,2,0,2,1,2,1,1,1,2,2,1,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0795",2,60,2,4,2,2,3,3,2,2,2,1,1,1,2,1,1,1,7,4,NA,NA,NA,NA,NA,NA
11,"GHA0796",2,59,3,4,0,1,3,2,0,2,1,2,1,2,1,2,2,0,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0797",2,22,3,3,3,2,4,2,2,2,1,1,1,1,2,2,1,2,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0798",2,39,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA
11,"GHA0799",2,54,5,5,3,2,4,1,1,2,1,1,1,1,1,2,0,2,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0800",2,26,1,4,2,2,4,1,2,2,1,2,2,1,1,1,1,2,0,4,NA,NA,NA,NA,NA,NA
11,"GHA0801",2,37,1,1,0,0,4,2,1,0,3,2,1,1,0,2,1,1,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0802",2,49,3,4,3,2,5,9,1,3,1,0,1,0,2,1,2,0,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0803",2,46,4,4,0,0,4,1,2,0,1,1,1,2,1,1,2,2,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0804",2,45,4,4,2,2,4,1,1,0,1,1,1,1,1,2,1,1,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0805",2,32,2,2,1,2,3,1,1,2,2,1,2,1,9,2,1,2,7,9999,NA,NA,NA,NA,NA,NA
11,"GHA0806",2,38,3,4,2,1,4,1,1,1,1,1,3,1,1,1,2,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0807",2,46,5,4,2,1,4,2,1,2,3,2,1,2,2,2,1,9,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0808",2,20,4,4,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0809",1,26,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0810",1,20,5,4,2,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0811",1,50,4,4,2,1,4,1,1,1,1,1,3,1,1,1,2,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0812",1,25,3,3,2,2,3,1,2,1,1,1,1,0,2,2,1,2,9,1,NA,NA,NA,NA,NA,NA
11,"GHA0813",1,22,1,1,1,2,4,0,1,3,1,1,1,1,1,1,2,0,1,3,NA,NA,NA,NA,NA,NA
11,"GHA0814",1,29,4,4,2,2,4,1,1,0,1,1,1,1,1,2,1,1,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0815",1,19,4,4,1,2,4,1,1,0,1,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0816",1,26,5,5,1,2,4,2,2,1,1,1,1,1,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0817",2,19,4,4,1,2,3,2,2,1,0,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0818",2,25,3,3,1,2,3,2,2,1,0,0,0,0,0,2,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0819",2,32,4,4,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0820",2,26,4,3,2,1,4,1,2,1,2,3,2,2,2,2,1,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0821",2,46,3,3,0,2,4,0,1,3,1,0,0,0,3,2,2,0,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0822",2,54,3,3,1,2,5,9,1,3,1,9,0,1,2,1,2,2,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0823",2,37,3,3,0,2,4,0,1,3,1,0,0,0,3,2,2,0,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0824",2,41,1,1,0,2,5,0,1,3,1,0,0,0,3,1,2,0,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0825",2,30,5,4,2,1,5,1,2,1,0,1,3,2,1,1,2,0,9,2,NA,NA,NA,NA,NA,NA
11,"GHA0826",2,22,5,4,3,1,4,1,1,1,1,0,2,1,0,2,2,9,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0827",2,29,3,3,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0828",2,28,3,3,2,1,4,1,1,1,2,2,2,2,2,2,2,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0829",2,39,4,3,0,2,5,9,1,3,9,0,1,9,3,2,1,0,9,6,NA,NA,NA,NA,NA,NA
11,"GHA0830",2,18,2,2,1,1,4,2,2,3,1,1,1,1,3,1,2,2,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0831",2,25,4,4,0,2,4,0,1,3,1,0,0,0,3,2,2,3,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0832",2,19,1,1,0,2,4,0,1,3,1,0,0,0,3,1,2,3,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0833",2,52,4,3,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0834",2,51,3,3,0,2,9,2,2,2,1,1,1,1,1,2,1,1,7,9999,NA,NA,NA,NA,NA,NA
11,"GHA0835",2,47,4,4,2,1,4,1,1,1,1,1,3,1,1,1,9,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0836",2,24,3,4,1,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0837",2,41,3,3,0,2,4,0,1,3,1,0,0,0,3,1,2,0,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0838",2,22,4,4,2,2,4,0,2,2,9,0,9,0,3,2,2,9,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0839",2,35,4,4,1,2,4,0,1,3,1,1,1,1,1,1,2,0,1,3,NA,NA,NA,NA,NA,NA
11,"GHA0840",2,49,4,4,1,2,4,2,2,1,1,1,1,1,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0841",2,47,5,3,3,1,4,2,1,1,0,1,3,1,1,1,2,0,9,2,NA,NA,NA,NA,NA,NA
11,"GHA0842",2,39,3,4,1,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0843",2,21,4,4,2,1,4,1,1,1,1,1,3,1,1,2,2,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0844",2,37,3,3,2,1,4,1,1,1,2,2,2,2,2,1,2,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0845",2,29,4,4,2,2,4,0,2,2,9,0,0,1,3,2,1,9,9,6,NA,NA,NA,NA,NA,NA
11,"GHA0846",2,19,4,4,0,0,4,1,1,0,2,2,2,1,1,1,2,2,9,2,NA,NA,NA,NA,NA,NA
11,"GHA0847",2,47,3,3,0,2,4,0,2,2,1,9,0,1,3,1,1,9,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0848",2,57,3,3,1,0,4,1,2,0,2,3,2,1,1,2,2,2,9,2,NA,NA,NA,NA,NA,NA
11,"GHA0849",1,50,4,4,2,1,4,1,1,1,1,1,3,1,1,1,2,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0850",1,32,3,3,1,3,3,2,2,1,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0851",1,21,3,3,2,1,4,1,1,1,1,1,3,1,1,2,2,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0852",1,48,1,1,2,2,5,0,1,2,1,0,0,0,2,1,2,0,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0853",1,24,3,4,1,2,3,1,2,1,1,0,1,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0854",1,33,1,1,2,2,5,1,1,1,1,1,1,1,1,2,1,2,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0855",1,43,4,4,1,0,4,1,1,1,1,9,2,1,2,2,1,1,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0856",1,26,2,4,2,3,4,1,1,0,2,2,2,1,1,1,3,2,9,2,NA,NA,NA,NA,NA,NA
11,"GHA0857",2,34,4,4,0,0,3,3,2,3,2,2,2,2,2,2,0,0,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0858",2,46,5,5,2,0,4,3,1,2,1,1,1,1,2,1,9,2,0,3,NA,NA,NA,NA,NA,NA
11,"GHA0859",2,27,2,2,2,2,4,0,1,3,1,1,1,1,1,2,2,0,1,3,NA,NA,NA,NA,NA,NA
11,"GHA0860",2,63,1,1,1,2,4,2,2,1,1,1,1,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0861",2,22,2,2,2,1,5,1,1,2,1,1,2,1,1,2,9,9,7,2,NA,NA,NA,NA,NA,NA
11,"GHA0862",2,40,3,3,2,1,4,1,1,1,1,1,3,1,1,1,3,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0863",2,50,4,4,3,2,4,2,2,2,1,1,1,1,1,2,0,2,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0864",2,21,4,4,3,2,4,2,2,2,1,1,1,1,1,1,0,1,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0865",2,62,2,2,2,2,4,1,2,2,2,1,2,1,2,1,0,2,0,1,NA,NA,NA,NA,NA,NA
11,"GHA0866",2,29,4,4,2,2,4,1,1,1,2,2,2,2,2,2,0,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0867",2,18,4,4,2,2,3,2,1,1,1,1,2,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0868",2,18,3,4,3,1,5,2,1,1,1,3,1,3,0,2,1,1,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0869",2,27,1,1,2,2,4,1,1,1,1,1,1,2,1,2,9,1,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0870",2,30,1,2,2,2,4,1,1,1,1,9,1,2,1,1,1,1,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0871",2,39,2,4,1,2,3,3,0,1,3,2,1,1,3,2,9,1,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0872",2,22,1,2,2,0,4,3,2,2,1,1,1,1,1,1,9,0,7,7,NA,NA,NA,NA,NA,NA
11,"GHA0873",2,38,4,3,1,2,3,1,2,1,1,1,1,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0874",2,48,3,2,1,2,3,2,1,2,0,1,9,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0875",2,25,3,4,2,2,3,2,2,2,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0876",2,35,3,3,2,1,5,1,1,1,1,1,2,1,1,2,9,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0877",2,32,2,2,0,2,4,0,1,3,1,0,0,0,3,2,2,0,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0878",2,27,1,4,0,2,4,0,1,3,1,0,0,0,3,1,2,0,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0879",2,27,1,1,3,2,4,1,2,0,1,1,9,1,1,1,1,1,9,2,NA,NA,NA,NA,NA,NA
11,"GHA0880",2,19,2,1,1,1,4,2,2,3,1,1,1,1,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0881",2,19,4,4,0,0,4,0,0,0,1,1,1,1,1,2,3,0,1,3,NA,NA,NA,NA,NA,NA
11,"GHA0882",2,31,2,1,2,1,3,2,2,1,2,2,2,2,2,1,9,2,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0883",2,36,1,1,1,2,5,0,0,1,3,2,3,2,3,2,2,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0884",2,36,2,2,1,0,5,1,0,1,2,2,2,2,2,1,0,0,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0885",2,76,1,1,1,0,5,0,0,0,3,3,3,3,3,1,0,0,7,4,NA,NA,NA,NA,NA,NA
11,"GHA0886",2,26,1,2,2,0,5,0,0,0,3,3,3,1,3,2,0,0,7,4,NA,NA,NA,NA,NA,NA
11,"GHA0887",2,22,1,1,1,2,5,2,1,2,1,1,1,0,2,1,0,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0888",2,27,9,4,1,0,5,1,1,1,2,3,3,1,3,2,0,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0889",2,30,2,2,2,2,5,0,0,0,2,2,2,2,2,2,0,0,1,3,NA,NA,NA,NA,NA,NA
11,"GHA0890",2,35,4,2,1,3,5,3,2,2,0,1,1,9,1,1,0,3,1,4,NA,NA,NA,NA,NA,NA
11,"GHA0891",2,28,1,1,0,0,5,2,2,2,2,2,3,2,2,1,9,2,9,9999,NA,NA,NA,NA,NA,NA
11,"GHA0892",2,40,1,1,0,2,4,1,1,3,3,3,3,3,3,2,9,9,1,3,NA,NA,NA,NA,NA,NA
11,"GHA0893",2,44,4,4,2,3,5,3,2,0,9,9,1,1,2,1,1,2,1,7,NA,NA,NA,NA,NA,NA
11,"GHA0894",2,39,2,4,0,0,5,1,0,0,1,2,2,1,0,2,9,0,0,2,NA,NA,NA,NA,NA,NA
11,"GHA0895",2,36,4,4,2,2,9,3,3,2,2,2,1,2,3,2,1,1,9,2,NA,NA,NA,NA,NA,NA
11,"GHA0896",2,18,2,4,0,3,4,3,3,2,0,1,0,1,1,1,0,2,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0897",2,49,1,2,1,0,4,0,2,0,1,1,2,0,1,1,2,0,1,9999,NA,NA,NA,NA,NA,NA
11,"GHA0898",2,29,1,4,2,0,4,0,1,0,1,2,2,9,9,2,2,1,1,8,NA,NA,NA,NA,NA,NA
11,"GHA0899",2,48,1,1,0,2,5,1,1,1,1,1,1,1,1,1,0,1,1,9999,NA,NA,NA,NA,NA,NA
11,"GHA0900",2,30,1,5,0,2,5,1,0,1,1,1,1,1,1,2,9,0,1,4,NA,NA,NA,NA,NA,NA
11,"GHA0901",2,18,1,2,0,0,5,2,2,0,0,0,0,0,1,2,0,0,1,9999,NA,NA,NA,NA,NA,NA
11,"GHA0902",2,29,2,2,1,1,4,2,0,0,2,2,2,2,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA
11,"GHA0903",2,30,1,2,3,0,5,0,2,2,1,1,1,1,1,1,2,0,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0904",2,34,2,1,3,3,5,1,1,1,1,2,2,2,2,2,2,0,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0905",1,72,2,2,1,2,5,2,3,0,1,9,0,0,1,1,0,9,1,9,NA,NA,NA,NA,NA,NA
11,"GHA0906",1,62,4,2,2,3,5,3,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0907",1,45,9,1,2,0,5,3,1,9,0,0,0,0,0,1,0,2,1,1,NA,NA,NA,NA,NA,NA
11,"GHA0908",1,24,5,5,2,0,5,1,1,1,1,1,1,1,1,2,2,1,1,9,NA,NA,NA,NA,NA,NA
11,"GHA0909",1,41,2,1,0,0,5,3,1,1,1,3,3,3,2,2,2,0,0,6,NA,NA,NA,NA,NA,NA
11,"GHA0910",1,37,2,1,3,0,4,1,0,0,1,1,1,1,1,1,3,2,1,8,NA,NA,NA,NA,NA,NA
11,"GHA0911",1,20,1,3,1,0,4,3,2,1,1,1,1,1,1,2,2,1,7,3,NA,NA,NA,NA,NA,NA
11,"GHA0912",1,26,1,1,0,1,5,1,0,0,1,1,1,0,1,1,0,0,0,8,NA,NA,NA,NA,NA,NA
11,"GHA0913",2,20,1,2,1,0,1,1,2,0,3,3,3,3,3,2,9,1,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0914",2,58,1,2,0,0,5,2,0,0,3,3,3,0,3,1,0,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0915",2,50,2,2,0,2,4,0,0,0,3,3,3,3,3,2,9,1,0,6,NA,NA,NA,NA,NA,NA
11,"GHA0916",2,92,1,1,2,1,2,0,0,2,3,3,3,2,2,1,2,1,0,3,NA,NA,NA,NA,NA,NA
11,"GHA0917",2,31,1,2,1,2,3,0,0,0,2,2,2,2,2,1,2,0,1,7,NA,NA,NA,NA,NA,NA
11,"GHA0918",2,22,4,4,2,0,5,1,1,1,1,2,1,0,1,2,2,1,0,3,NA,NA,NA,NA,NA,NA
11,"GHA0919",2,30,1,2,2,3,5,9,0,0,0,0,0,0,9,2,0,0,1,9999,NA,NA,NA,NA,NA,NA
11,"GHA0920",2,40,1,4,1,3,5,2,0,0,3,3,1,1,2,1,0,0,1,9999,NA,NA,NA,NA,NA,NA
11,"GHA0921",2,40,2,2,2,2,4,3,3,3,9,9,9,9,9,2,9,3,0,3,NA,NA,NA,NA,NA,NA
11,"GHA0922",2,32,5,5,3,0,4,3,3,3,1,1,1,1,1,1,2,0,1,7,NA,NA,NA,NA,NA,NA
11,"GHA0923",2,33,1,1,3,2,5,0,1,3,1,1,1,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA
11,"GHA0924",2,48,1,1,2,2,5,0,0,9,1,2,2,1,1,2,1,9,7,4,NA,NA,NA,NA,NA,NA
11,"GHA0925",2,18,2,3,0,0,5,9,9,2,9,9,9,9,9,2,0,9,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0926",2,52,1,3,1,0,5,1,1,0,3,1,2,0,3,1,0,1,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0927",2,32,2,1,3,3,5,1,2,3,0,1,2,1,0,1,2,3,1,6,NA,NA,NA,NA,NA,NA
11,"GHA0928",2,19,2,2,3,2,5,0,0,0,9,1,1,2,2,2,0,0,1,5,NA,NA,NA,NA,NA,NA
11,"GHA0929",2,38,1,1,0,0,5,3,1,3,0,0,0,0,1,2,1,3,1,3,NA,NA,NA,NA,NA,NA
11,"GHA0930",2,46,1,1,0,0,5,1,0,1,1,1,1,1,1,1,0,3,1,0,NA,NA,NA,NA,NA,NA
11,"GHA0931",2,20,1,1,1,0,5,3,3,3,0,0,1,0,1,2,1,1,7,9999,NA,NA,NA,NA,NA,NA
11,"GHA0932",2,35,1,1,0,0,5,1,3,1,1,1,1,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0933",2,75,1,2,1,0,5,9,9,9,2,1,1,1,1,1,0,9,1,9999,NA,NA,NA,NA,NA,NA
11,"GHA0934",2,75,1,3,1,0,5,2,2,1,2,2,2,1,2,2,0,1,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0935",2,37,1,2,0,0,4,0,0,0,1,1,1,1,2,2,0,0,1,2,NA,NA,NA,NA,NA,NA
11,"GHA0936",2,50,1,2,3,0,5,2,2,3,3,1,3,3,3,1,0,0,1,4,NA,NA,NA,NA,NA,NA
11,"GHA0937",2,35,4,4,1,3,5,2,1,0,1,0,1,0,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA
11,"GHA0938",2,27,1,1,2,1,4,1,1,1,2,3,3,3,3,2,9,1,0,9999,NA,NA,NA,NA,NA,NA
11,"GHA0939",2,23,5,4,3,0,1,3,1,0,0,0,2,0,0,2,0,0,1,9,NA,NA,NA,NA,NA,NA
